#,Song,Artist,Genres,Album,Album Date
1,NAN CHUN,SE SO NEON,"k-rock, japanese indie",NAN CHUN,2020-05-10
2,Beautiful World,Parannoul,"shoegaze, dream pop, noise rock, slowcore, math rock",To See the Next Part of the Dream,2021-04-19
3,Winter,SE SO NEON,"k-rock, japanese indie",Nonadaptation,2020-02-18
4,night is young,yuragi,"shoegaze, japanese indie, math rock, dream pop, j-rock",nightlife,2016-12-27
5,MUNG,OurR,"k-rock, japanese indie",can't,2021-05-12
