#,Song,Artist,Genres,Album,Album Date
10,A Little While,Yellow Days,bedroom pop,Harmless Melodies,2016-11-18
11,Halfway to Nowhere,Chelou,lo-fi indie,Halfway to Nowhere,2016-11-04
12,Colour Of The Trap,Miles Kane,baroque pop,Colour Of The Trap,2011-05-02
14,Next to You,Flavors,"lo-fi hip hop, lo-fi, lo-fi beats, jazz beats",Next to You,2016-03-19
15,Piledriver Waltz,Arctic Monkeys,"indie, garage rock",Suck It and See,2011-06-06
19,Hunnybee,Unknown Mortal Orchestra,neo-psychedelic,Sex & Food,2018-04-06
21,Ghost,Parekh & Singh,"indian indie, hindi indie",Ocean,2016-10-28
23,This Old Dog,Mac DeMarco,"indie, lo-fi indie",This Old Dog,2017-05-05
