#,Song,Artist,Genres,Album,Album Date
1,Laura non c'è,Nek,"italo dance, rock en español, latin pop","Lei, gli amici e tutto il resto",1996-01-01
2,In te,Nek,"italo dance, rock en español, latin pop",Greatest Hits 1992-2010 E da qui,2010-11-16
3,Sei grande,Nek,"italo dance, rock en español, latin pop","Lei, gli amici e tutto il resto",1996-01-01
4,Non Ci Sto,Syria,italo dance,Non Ci Sto,2009-11-30
