#,Song,Artist,Genres,Album,Album Date
1,Intimate Friends,Eddie Kendricks,"motown, classic soul, philly soul, soul",Slick,1977-08-01
2,You Can't Turn Me Away,Sylvia Striplin,post-disco,Late Night Tales: Another Late Night - Zero 7,2012-03-23
3,Between the Sheets,The Isley Brothers,"motown, quiet storm, soul, classic soul, funk, northern soul",Between the Sheets,1983-08-21
4,Juicy Fruit,Mtume,"post-disco, funk, quiet storm",Juicy Fruit,1983-01-01
5,The Payback,James Brown,"funk, soul, motown, classic soul",The Payback,1973-12-01
7,"For the Love of You, Pts. 1 & 2",The Isley Brothers,"motown, quiet storm, soul, classic soul, funk, northern soul",The Heat Is On,1975-08-21
9,My Cherie Amour,Stevie Wonder,"motown, classic soul, soul",The Definitive Collection (Deluxe Edition),2002-10-29
