#,Song,Artist,Genres,Album,Album Date
1,Killing In The Name,Rage Against The Machine,"rap metal, rap rock, alternative metal, nu metal",Rage Against The Machine - XX (20th Anniversary Special Edition),1992-01-01
2,Bulls On Parade,Rage Against The Machine,"rap metal, rap rock, alternative metal, nu metal",Evil Empire,1996-04-16
3,Bombtrack,Rage Against The Machine,"rap metal, rap rock, alternative metal, nu metal",Rage Against The Machine,1992-11-03
4,People of the Sun,Rage Against The Machine,"rap metal, rap rock, alternative metal, nu metal",Evil Empire,1996-04-16
5,Wind Below,Rage Against The Machine,"rap metal, rap rock, alternative metal, nu metal",Evil Empire,1996-04-16
