#,Song,Artist,Genres,Album,Album Date
2,Chinatown,Jets To Brazil,"emo, midwest emo",Orange Rhyming Dictionary,1998-10-27
3,1979 - Remastered 2012,The Smashing Pumpkins,"alternative rock, rock",Mellon Collie And The Infinite Sadness (Deluxe Edition),1996-10-16
