#,Song,Artist,Genres,Album,Album Date
4,Autoreggente,"Bambole Di Pezza, Kate Klein",riot grrrl,DIRTY (Deluxe),2023-11-17
11,Jack & Sally,Giorgieness,italian singer-songwriter,Jack & Sally,2022-12-23
24,Libertà,Bambole Di Pezza,riot grrrl,DIRTY,2023-07-06
25,Ci dicevano,"Cara Calma, Bologna Violenta","free jazz, grindcore, mathcore, noise rock",Sulle punte per sembrare grandi,2018-01-19
27,Arrivero',Pornoriviste,"ska punk, punk, ska",Funebri pompe,2012-03-27
