#,Song,Artist,Genres,Album,Album Date
1,PRIDE.,Kendrick Lamar,"hip hop, west coast hip hop",DAMN.,2017-04-14
2,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,"hip hop, west coast hip hop","good kid, m.A.A.d city (Deluxe)",2012-01-01
3,Devil In A New Dress,"Kanye West, Rick Ross","rap, southern hip hop",My Beautiful Dark Twisted Fantasy,2010-11-22
4,Good Morning,Kanye West,rap,Graduation,2007-09-11
5,HUMBLE.,Kendrick Lamar,"hip hop, west coast hip hop",DAMN.,2017-04-14
