#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
189,"El Santuario","EURIDICE",4,168,"mexican rock, post-punk","Latin, Rock","Euridice I",2015-01-01,04:09,44,66,0,0,42,0,10,-10,G,4,2025-07-29,4dQIA7aNAJdCaH7irf3adK,"Independiente",9B,MX3741400229
190,"Los Aullidos","EURIDICE",0,124,"mexican rock, post-punk","Latin, Rock","Euridice I",2015-01-01,04:17,56,28,59,0,13,0,10,-13,A#/B♭,4,2025-07-29,4bctbkiwJIo3pTDQPSPIBt,"Independiente",6B,MX3741400230
191,"Taj Mahal","EURIDICE",0,83,"mexican rock, post-punk","Latin, Rock","Euridice I",2015-01-01,03:52,55,61,0,0,48,0,0,-11,G#/A♭,4,2025-07-29,41s2P9r90UOCzKXPxeaB5b,"Independiente",4B,MX3741400231
192,"Perdido en Moscú","EURIDICE",2,120,"mexican rock, post-punk","Latin, Rock","Entre el Humo y las Llamas",2015-03-07,03:08,65,68,1,17,56,0,10,-8,A minor,4,2025-07-29,2JTHlQr1ubZxqMHNuEh2aJ,"Eurídice",8A,MX3741500081
193,"Nada Es Real","EURIDICE",1,160,"mexican rock, post-punk","Latin, Rock","Entre el Humo y las Llamas",2015-03-07,03:40,48,61,1,20,21,0,0,-11,C minor,4,2025-07-29,4amsS5LufyAQ0b1PoVNDSi,"Eurídice",5A,MX3741500082
194,"Aullidos","EURIDICE",7,124,"mexican rock, post-punk","Latin, Rock","Entre el Humo y las Llamas",2015-03-07,04:23,58,43,25,2,30,0,0,-11,A#/B♭,4,2025-07-29,7rTb3h0NQumbdUatUCq1YY,"Eurídice",6B,MX3741500083
195,"El Visionario","EURIDICE",0,120,"mexican rock, post-punk","Latin, Rock","Entre el Humo y las Llamas",2015-03-07,03:52,55,44,24,0,28,0,10,-11,G,4,2025-07-29,7G4hCognCVoR3HDxw6w9JZ,"Eurídice",9B,MX3741500084
196,"Santa Sustancia","EURIDICE",0,120,"mexican rock, post-punk","Latin, Rock","Entre el Humo y las Llamas",2015-03-07,03:53,64,56,7,51,41,0,60,-11,D,4,2025-07-29,159jBRisdXvIFNMGvMkd60,"Eurídice",10B,MX3741500085
197,"La Promesa","EURIDICE",0,134,"mexican rock, post-punk","Latin, Rock","Entre el Humo y las Llamas",2015-03-07,04:45,51,62,5,9,43,0,10,-11,E minor,4,2025-07-29,0oxVPamyXXcHOPMsklYn4o,"Eurídice",9A,MX3741500086
198,"Diseño de Inocencia","EURIDICE",0,112,"mexican rock, post-punk","Latin, Rock","Entre el Humo y las Llamas",2015-03-07,04:33,53,38,41,41,25,0,0,-13,F#/G♭ minor,4,2025-07-29,1GBNbHo7KRRIWWwd9dyryg,"Eurídice",11A,MX3741500087
199,"Zombi","EURIDICE",0,95,"mexican rock, post-punk","Latin, Rock","Entre el Humo y las Llamas",2015-03-07,04:08,49,73,0,14,58,0,10,-9,D minor,4,2025-07-29,6plpCQs3TAQ4DtbPsA4oJu,"Eurídice",7A,MX3741500088
200,"Ven","EURIDICE",0,168,"mexican rock, post-punk","Latin, Rock","Entre el Humo y las Llamas",2015-03-07,04:05,33,75,1,88,41,0,0,-9,D minor,4,2025-07-29,1ejwf9OYTVN9pDpOEccJDL,"Eurídice",7A,MX3741500089
201,"Heroes Derrotados","EURIDICE",1,136,"mexican rock, post-punk","Latin, Rock","Entre el Humo y las Llamas",2015-03-07,05:41,56,71,6,0,40,0,60,-11,A minor,4,2025-07-29,0aT1t8hofjvzn72D4hQVuH,"Eurídice",8A,MX3741500090
202,"Orfeo","EURIDICE",0,88,"mexican rock, post-punk","Latin, Rock","Entre el Humo y las Llamas",2015-03-07,04:10,61,63,8,0,50,0,10,-9,D minor,4,2025-07-29,4cQ753Ege5c0nN1BHq3LNC,"Eurídice",7A,MX3741500091
203,"Give It Up","Hawaiian Gremlins",29,163,"post-punk, mexican indie, cold wave, darkwave","Electronic, Rock","Girls",2014-01-01,03:13,49,82,0,51,81,0,20,-14,C♯/D♭ minor,4,2025-07-29,0eE19UnnsvtuFw2qSosV6o,"Hawaiian Gremlins",12A,MX3741400431
204,"Bright Lights","Hawaiian Gremlins",23,166,"post-punk, mexican indie, cold wave, darkwave","Electronic, Rock","Girls",2014-01-01,03:41,46,74,2,69,63,0,20,-14,A,4,2025-07-29,4EE2pNHn87RJgweQAoXuIg,"Hawaiian Gremlins",11B,MX3741400432
205,"Beyond","Hawaiian Gremlins",20,165,"post-punk, mexican indie, cold wave, darkwave","Electronic, Rock","Girls",2014-01-01,03:14,50,89,0,81,83,0,10,-8,B minor,4,2025-07-29,3J5cUw4pPN1kSI7QmYpiJO,"Hawaiian Gremlins",10A,MX3741400433
206,"Forever","Hawaiian Gremlins",23,163,"post-punk, mexican indie, cold wave, darkwave","Electronic, Rock","Girls",2014-01-01,03:42,48,70,0,4,73,0,0,-14,C♯/D♭ minor,4,2025-07-29,2H8n2uLGLZ2DivL86s4WNI,"Hawaiian Gremlins",12A,MX3741400434
