#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
25,"Pink Lemonade","The Wombats",43,144,"indie","Pop, Rock","Glitterbug (Deluxe Edition)",2015-04-14,03:46,56,96,0,0,82,0,30,-4,C,4,2018-05-15,7dFERLugNJZUgtX1V3KA4b,"Bright Antenna",8B,GBAHT1400474
26,"Run For Cover","The Killers",60,165,"alternative rock","Rock","Wonderful Wonderful",2017-09-22,03:42,47,95,0,0,50,10,30,-3,F,4,2018-05-15,5NAiPIEzxAexFE3ucV18Q8,"Island Records",7B,USUM71707343
27,"Changing Of The Seasons","Two Door Cinema Club",0,130,"indie","Pop, Rock","Changing Of The Seasons",2013-01-01,03:47,54,88,0,0,55,10,10,-4,D,4,2018-04-27,6gLQrU5bvwPf6BTlCSO6x2,"Glassnote Entertainment Group LLC",10B,GBAYE1301069
28,"Swimming In The Moonlight","Bad Suns",0,130,"","","Disappear Here",2016-09-16,03:41,66,90,3,0,70,0,20,-5,C♯/D♭ minor,4,2018-04-27,2PoqubfYq2Cl0nUyrrTht6,"Vagrant Records",12A,QMRSZ1600417
29,"Junk Of The Heart (Happy)","The Kooks",62,145,"indie, indie rock","Pop, Rock","Junk Of The Heart",2011-01-01,03:07,60,89,2,0,90,0,0,-5,D,4,2018-04-27,2jZgzSxNSg1hTCq0ewWHGJ,"Virgin",10B,GBAAA1100181
30,"Give Me a Try","The Wombats",43,136,"indie","Pop, Rock","Glitterbug (Deluxe Edition)",2015-04-14,03:48,62,92,0,0,68,0,0,-3,C♯/D♭,4,2018-04-01,0gohFCf3LlExQw41BfajZg,"Bright Antenna",3B,GBAHT1400473
31,"Jesus of Suburbia","Green Day",67,147,"punk, pop punk","Pop, Rock","American Idiot",2004-09-21,09:08,30,93,0,0,59,0,30,-3,C♯/D♭,4,2018-04-01,58KPPL1AdLHMvR2O2PZejr,"Reprise",3B,USRE10400983
32,"Chelsea Dagger","The Fratellis",63,155,"","","Costello Music",2007-01-01,03:35,51,82,5,0,55,10,0,-3,G,4,2018-04-01,3ItzRpwvKtkDSNdRSjXu7Z,"Interscope",9B,GBUM70601571
33,"Sun","Two Door Cinema Club",0,97,"indie","Pop, Rock","Beacon (Deluxe Version)",2012-01-01,03:07,65,53,1,0,61,0,10,-5,E minor,4,2018-04-01,3kAwGo8mtUPsrctroxYLku,"Co-operative Music",9A,FRU701200087
34,"Miss Atomic Bomb","The Killers",0,133,"alternative rock","Rock","Battle Born (Deluxe Edition)",2012-09-17,04:53,56,73,3,0,33,0,20,-7,A#/B♭,4,2018-04-01,4qBCD7TslV1KdiFpT9cbnm,"Island Records",6B,USUM71208806
35,"Doing It for the Money","Foster The People",47,155,"","","Sacred Hearts Club",2017-07-21,03:46,56,81,0,0,62,0,10,-5,G minor,4,2018-04-01,6APnYxfLzIg2cejA3v2ljy,"Columbia",6A,USSM11703985
36,"Daft Pretty Boys","Bad Suns",0,137,"","","Disappear Here",2016-09-16,03:07,66,84,6,0,61,0,0,-5,G#/A♭,4,2018-04-01,41d2Q6DHcM20OdzynkRtvf,"Vagrant Records",4B,QMRSZ1600419
37,"Vowels (And the Importance of Being Me)","HUNNY",0,150,"indie pop","Pop, Rock","Vowels (And the Importance of Being Me)",2016-04-22,03:04,49,88,0,0,71,0,10,-5,E,4,2018-04-01,2jE3wqMD0Btzsf3cxr0FhO,"HUNNY",12B,TCACN1666155
38,"U Said","Lil Peep",0,82,"emo rap, cloud rap","Hip Hop, Rock","Come Over When You're Sober, Pt. 1",2017-08-15,03:44,27,83,4,0,13,10,10,-5,G,4,2018-03-27,3F42FHouOY59SnSsyD2TAX,"Lil Peep",9B,UKELY1700054
39,"Lanterns","Birds Of Tokyo",37,168,"","","March Fires",2014-09-30,04:22,41,67,24,4,28,0,10,-7,C,4,2018-03-07,0ciA43AxH3rZASCUBmYvPJ,"Eleven: A Music Company Pty Ltd",8B,AUYO01200090
40,"Hands I Can Hold","Ziggy Alberts",0,125,"folk pop","Folk, Pop","Land & Sea",2014-12-11,03:08,54,43,82,0,35,0,50,-11,C,4,2018-03-07,5EZ6kdCbzFGzn3XGjqkD2I,"Ziggy Alberts",8B,AU9I11400051
41,"Black Hole (Liar Liar)","Never Shout Never",26,135,"emo","Rock","Recycled Youth - Volume One",2015-03-03,03:56,50,66,62,1,40,0,10,-7,F#/G♭ minor,4,2018-03-07,22Hfs2joyF1eXrft3XeHYy,"Loveway Records",11A,USWB11502741
42,"Lemons","Woodlock",0,110,"indie folk","Folk, Rock","Lemons",2013-03-23,03:35,60,52,35,0,39,0,10,-10,F#/G♭,4,2018-03-07,6cD0FXdVYxbUBab9nnaov0,"Woodlock",2B,USQY51345102
43,"Black Fingernails, Red Wine","Eskimo Joe",24,124,"","","Black Fingernails, Red Wine",2006-00-00,04:09,55,92,1,10,43,0,20,-5,C♯/D♭,4,2018-03-07,1RAzJ63CkbuHNR9jo613v4,"Ryko/WEA",3B,AUWA00601070
44,"A Maker of My Time","The Paper Kites",0,107,"indie folk","Folk, Rock","Young North - EP",2013-03-05,03:35,61,62,43,0,44,0,10,-8,C♯/D♭ minor,4,2018-02-22,3iJnDRMAJp3KJsueKiLpZM,"Nettwerk Records",12A,TCABI1236516
45,"Noah","Amber Run",33,128,"","","5AM (Expanded Edition)",2015-04-20,03:54,42,67,2,0,12,0,10,-5,C,5,2018-02-08,5nkSkMyWeIKrDeRNOYOYFT,"RCA Records Label",8B,GBARL1400305
46,"Be There","Seafret",44,180,"","","Tell Me It's Real (Expanded Edition)",2016-01-29,03:15,38,47,4,0,27,0,10,-9,D#/E♭ minor,3,2018-02-06,2eL0BfP66sUvn4NF6qhhXt,"Sweet Jane Recordings",2A,GBARL1500763
47,"New York","Eskimo Joe",13,125,"","","Black Fingernails, Red Wine",2006-00-00,03:54,60,84,2,0,33,0,10,-6,G#/A♭ minor,4,2018-02-06,2wJ7A4y1l70WpEb1ABguVw,"Ryko/WEA",1A,AUWA00601120
48,"Atlantis","Seafret",82,166,"","","Tell Me It's Real (Expanded Edition)",2016-01-29,03:49,40,48,5,0,21,0,10,-8,G#/A♭ minor,4,2018-01-24,1Fid2jjqsHViMX6xNH70hE,"Sweet Jane Recordings",1A,GBARL1500316
49,"Jane Doe","Never Shout Never",35,125,"emo","Rock","What Is Love?",2010-00-00,01:55,65,39,45,0,63,0,40,-9,A,4,2018-01-24,37QNa69m1nbwmobkEuK6Qa,"Loveway Records",11B,USWB10904502
50,"Roll it on Home","John Mayer",47,155,"singer-songwriter","Folk","The Search for Everything",2017-04-14,03:24,61,70,62,1,71,0,10,-7,D,4,2018-01-24,0Zrug5Ry3x6x60lohpEU0C,"Columbia",10B,USSM11701559
51,"I'm Yours","Jason Mraz",77,151,"soft pop, acoustic pop","Folk, Pop","We Sing. We Dance. We Steal Things.",2008-05-12,04:02,70,44,56,0,71,0,10,-9,B,4,2018-01-24,1EzrEOXmMH3G43AXT1y7pA,"Atlantic Records/ATG",1B,USEE10800667
52,"Wastelands","Amber Run",0,161,"","","For a Moment, I Was Lost",2017-02-10,05:34,25,43,2,4,4,0,20,-10,D#/E♭,4,2018-01-24,4j774YQ7sX10fMqmuRnZ0L,"Dine Alone Music Inc.",5B,GB7QY1600305
53,"Don't Blame Yourself","Human Kitten",0,102,"folk punk, anti-folk, queercore, midwest emo","Folk, Rock","I'm Afraid of Everything",2016-01-01,02:46,63,23,66,0,41,0,10,-9,C,3,2018-01-24,6DGMsHHEKfHgjcYlo6OjL6,"Human Kitten",8B,GBSMU3123647
54,"I'd Go With You Anywhere","Birds Of Tokyo",27,121,"","","Playlist",2015-11-06,03:19,61,70,5,0,46,0,0,-5,C♯/D♭,4,2018-01-24,32nr27Xbotu8R0qCW0UITx,"Eleven: A Music Company Pty Ltd",3B,AUYO01500011
55,"Mykonos","Fleet Foxes",0,83,"indie folk, folk, indie","Folk, Pop, Rock","Sun Giant",2008-02-28,04:35,30,45,40,0,34,0,10,-9,B,4,2018-01-12,18ycL9Q5zLDeY9M2Lr3Ozw,"Sub Pop",1B,USSUB0878104
56,"93 Million Miles","Jason Mraz",50,140,"soft pop, acoustic pop","Folk, Pop","Love Is a Four Letter Word (Deluxe Edition)",2012-04-13,03:36,57,45,48,0,52,0,10,-10,D#/E♭,4,2018-01-12,1s8tP3jP4GZcyHDsjvw218,"Atlantic Records",5B,USEE11200150
57,"Curbside Prophet","Jason Mraz",40,178,"soft pop, acoustic pop","Folk, Pop","Waiting for My Rocket to Come",2002-00-00,03:34,62,79,26,0,89,0,0,-6,F,4,2018-01-12,3FKp7QAJoLHPsywOp6UvMH,"Elektra Records",7B,USEE10240651
58,"Losing You","Koethe",8,90,"","","A Light in a Dark Place",2016-11-11,04:35,60,48,40,18,40,0,0,-11,G#/A♭ minor,4,2018-01-12,7pM9GW4sUVShWwgIGHz81H,"601818 Records DK",1A,QZ4JJ1613994
59,"Trance-Like Getaway","Never Shout Never",23,101,"emo","Rock","Recycled Youth - Volume One",2015-03-03,05:03,61,32,77,0,43,0,10,-13,G,4,2018-01-12,3vbEY5VxX19NaCzUzOtpxV,"Loveway Records",9B,USWB11502745
60,"Kites","Amber Run",25,157,"","","5AM (Expanded Edition)",2015-04-20,04:25,25,55,14,0,15,0,10,-7,E,3,2018-01-01,1RPneWRoAz64d61y1df6rE,"RCA Records Label",12B,GBARL1400308
61,"Doing Good","Milky Chance",38,98,"","","Blossom (Deluxe)",2017-03-17,04:10,71,73,29,11,73,0,10,-8,A minor,4,2018-01-01,4KAs4IcxluXDFGuV4XCEJa,"Universal Records",8A,DEVP21600010
62,"Price","Koethe",26,115,"","","Time",2016-01-09,04:02,57,65,23,0,35,0,10,-10,E,4,2018-01-01,1gvw2vJq7iOAyroymdjZQs,"Koethe Records",12B,QMPKX1611503
63,"Cocoon","Milky Chance",56,114,"","","Blossom (Deluxe)",2017-03-17,04:15,74,66,10,0,80,0,0,-7,A#/B♭,4,2018-01-01,6acDlNeA06MCVCzsTVGr9V,"Universal Records",6B,DEVP21600001
64,"Right Ahead, You Sailor!","Right Away, Great Captain!",27,124,"folk punk","Folk, Rock","The Bitter End",2007-01-01,01:54,70,19,89,0,36,0,0,-17,A#/B♭ minor,4,2018-01-01,0KAlzEswdQxSP9oRJ7uuJG,"Favorite Gentlemen Recordings",3A,USTC10783349
65,"Plans","Birds Of Tokyo",36,103,"","","Birds of Tokyo",2010-07-23,03:38,61,60,5,0,27,0,30,-9,A#/B♭,3,2018-01-01,7n81LmuV2S1mDwPygontrH,"Eleven: A Music Company Pty Ltd",6B,AUYO01000023
66,"Rolling Clouds","Paul Baribeau",19,117,"folk punk, anti-folk","Folk, Rock","Unbearable",2010-01-01,04:45,63,41,87,0,63,0,0,-11,A,4,2018-01-01,6LvSohtPk8MEQNNVa2WyXK,"No Idea Records/Paul Baribeau",11B,US4KC1028205
67,"Flashed Junk Mind","Milky Chance",0,118,"","","Sadnecessary",2014-06-20,04:22,84,84,39,3,90,0,10,-9,B,4,2018-01-01,5mpLcXEsk3jjzLFGuNKk5I,"Neon",1B,DEL211300732
68,"Los Malaventurados No Lloran","PXNDX",3,172,"rock en español, mexican rock, latin rock","Latin, Rock","Amantes Sunt Amentes",2006-10-02,03:27,49,90,1,0,81,10,30,-7,G#/A♭,4,2017-11-16,66PRDvzBHhbcdbc4T4mrZY,"Movic Records",4B,MXF610600026
69,"Houdini","Foster The People",68,110,"","","Torches",2011-05-23,03:22,63,91,1,0,76,0,10,-4,G#/A♭,4,2017-11-13,5Fli1xRi01bvCjsZvKWro0,"Columbia",4B,USSM11005694
70,"Figuring It Out","SWMRS",33,158,"","","Drive North",2016-10-14,03:57,52,92,0,0,60,10,10,-5,A,4,2017-11-13,1US5HsLPV7riBx9RSCf4yO,"uncool records/Fueled By Ramen",11B,USAT21602609
