#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
47,"1x1 (feat. Nova Twins)","Bring Me The Horizon, Nova Twins",66,164,"metalcore, emo, screamo, rock, post-hardcore","Rock, Metal","POST HUMAN: SURVIVAL HORROR",2020-10-30,03:29,45,94,0,0,60,10,60,-3,C♯/D♭ minor,4,2023-12-01,6sIbv1oWOuma2qV907MUbk,"RCA Records Label",12A,GBARL2001277
48,"Rollin' (Air Raid Vehicle)","Limp Bizkit",83,96,"nu metal, rap metal, alternative metal, rap rock","Metal, Rock, Hip Hop","Chocolate Starfish And The Hot Dog Flavored Water",2000-10-17,03:33,60,93,1,0,71,10,20,-3,C♯/D♭,4,2023-12-12,3IV4swNduIRunHREK80owz,"Interscope",3B,USIR10001170
49,"Kool-Aid","Bring Me The Horizon",59,149,"metalcore, emo, screamo, rock, post-hardcore","Rock, Metal","Kool-Aid",2024-01-05,03:48,25,95,0,0,24,20,60,-3,F minor,4,2024-01-05,1rBiNR61IhvbzeKwfs3AwE,"RCA Records Label",4A,GBARL2301975
50,"Brick by Boring Brick","Paramore",67,165,"pop punk, emo","Rock, Pop","Brand New Eyes",2009-09-25,04:13,44,94,0,0,50,0,20,-2,A,4,2024-01-27,1a9YW7fATU351ok4zWjU7a,"Fueled By Ramen",11B,USAT20902321
51,"Lying from You","Linkin Park",71,160,"nu metal, rap metal, rock, alternative metal","Metal, Rock, Hip Hop","Meteora (Bonus Edition)",2003-03-25,02:55,53,95,1,0,76,20,0,-3,D#/E♭ minor,4,2024-04-13,3BmjRmFTESgWZLPSVGp8aG,"Warner Records",2A,USWB10300465
52,"LosT","Bring Me The Horizon",61,185,"metalcore, emo, screamo, rock, post-hardcore","Rock, Metal","LosT",2023-05-04,03:25,40,94,0,0,39,20,20,-3,A minor,4,2024-04-24,5BgnL6gHauuvxe4Ok6W1aC,"RCA Records Label",8A,GBARL2202050
53,"Careful","Paramore",56,165,"pop punk, emo","Rock, Pop","Brand New Eyes",2009-09-25,03:50,42,95,0,0,61,0,20,-4,G#/A♭,4,2024-04-27,63L9AjBDN3SOMbJlBkFqiZ,"Fueled By Ramen",4B,USAT20902319
54,"Ignorance","Paramore",71,171,"pop punk, emo","Rock, Pop","Brand New Eyes",2009-09-25,03:38,52,96,0,0,51,10,0,-3,B minor,4,2024-06-22,47No93LxERvV6MtOAmQzHS,"Fueled By Ramen",10A,USAT20902050
55,"Kingslayer (feat. BABYMETAL)","Bring Me The Horizon, BABYMETAL",74,93,"metalcore, emo, screamo, rock, post-hardcore, j-rock","Rock, Metal","POST HUMAN: SURVIVAL HORROR",2020-10-30,03:40,43,93,0,0,43,10,0,-3,C♯/D♭,4,2025-03-03,7CAbF0By0Fpnbiu6Xn5ZF7,"RCA Records Label",3B,GBARL2001276
56,"wonderful life (feat. Dani Filth)","Bring Me The Horizon, Dani Filth",55,173,"metalcore, emo, screamo, rock, post-hardcore, gothic metal","Rock, Metal","amo",2019-01-25,04:34,41,96,0,0,41,20,40,-4,F#/G♭,4,2025-03-03,0ceW5TkemJUEmJERavfqQq,"RCA Records Label",2B,GBARL1801496
57,"Amphetamines (use me)","VIOLENT VIRA",51,135,"","","Till' Death Was Never Enough",2023-08-04,03:09,53,91,0,74,37,0,30,-5,A,4,2025-03-03,5cB8tmCkOzktCpgzYAZEKi,"Distrokid",11B,QZNWX2382671
