#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
1,"Ultranoia","Verdena",27,132,"","","Verdena",1999-01-01,04:55,40,83,0,7,13,0,10,-7,G#/A♭,4,2023-02-09,4b8v2dMsNv9SXPrErwuHM4,"Universal Music Italia srL.",4B,IT7009915790
2,"Chinatown","Jets To Brazil",41,123,"emo, midwest emo","Rock","Orange Rhyming Dictionary",1998-10-27,05:35,44,42,0,0,24,0,10,-9,A,4,2023-02-09,7iLR3XqK3d5WbHeurAB1d8,"Epitaph",11B,USA6M0403805
3,"1979 - Remastered 2012","The Smashing Pumpkins",80,127,"alternative rock, rock","Rock","Mellon Collie And The Infinite Sadness (Deluxe Edition)",1996-10-16,04:26,77,79,2,58,96,0,0,-10,D#/E♭,4,2023-02-09,5QLHGv0DfpeXLNFo7SFEy1,"Virgin Records",5B,USVI21200910
4,"Valvonauta","Verdena",44,134,"","","Verdena",1999-01-01,04:22,41,94,0,0,68,0,20,-7,G#/A♭,4,2023-02-09,0GMnES4HiZpPOAham6DiH9,"Universal Music Italia srL.",4B,IT7009915720
5,"Soup of the Day","Later Alligator",0,172,"","","Gator Tunes",2022-11-18,03:50,40,70,25,20,26,0,20,-7,D,4,2023-02-10,2OULa40FiIKXYonAT8OoPa,"Later Alligator",10B,QZTAY2241540
